Username,Compound Score,Date,Negative Score,Neutral Score,Postive Score,Tweets Ago
@FoxNews,-0.8176,Wed Jun 06 17:45:15 +0000 2018,0.385,0.615,0.0,14
@FoxNews,0.0,Wed Jun 06 17:34:05 +0000 2018,0.0,1.0,0.0,15
@FoxNews,0.0772,Wed Jun 06 17:31:36 +0000 2018,0.0,0.92,0.08,16
@FoxNews,0.25,Wed Jun 06 17:29:38 +0000 2018,0.0,0.875,0.125,17
@FoxNews,0.0,Wed Jun 06 17:16:20 +0000 2018,0.0,1.0,0.0,18
@FoxNews,0.0,Wed Jun 06 17:12:02 +0000 2018,0.0,1.0,0.0,19
@FoxNews,0.0,Wed Jun 06 17:05:55 +0000 2018,0.0,1.0,0.0,20
@FoxNews,-0.5859,Wed Jun 06 17:05:00 +0000 2018,0.202,0.798,0.0,21
@FoxNews,0.0,Wed Jun 06 17:00:01 +0000 2018,0.0,1.0,0.0,22
@FoxNews,0.0772,Wed Jun 06 16:51:28 +0000 2018,0.0,0.915,0.085,23
@FoxNews,0.0,Wed Jun 06 16:49:26 +0000 2018,0.0,1.0,0.0,24
@FoxNews,0.0772,Wed Jun 06 16:47:22 +0000 2018,0.0,0.92,0.08,25
@FoxNews,0.0,Wed Jun 06 16:43:15 +0000 2018,0.0,1.0,0.0,26
@FoxNews,0.0,Wed Jun 06 16:40:36 +0000 2018,0.0,1.0,0.0,27
@FoxNews,0.3612,Wed Jun 06 16:38:26 +0000 2018,0.0,0.872,0.128,28
@FoxNews,-0.5859,Wed Jun 06 16:36:40 +0000 2018,0.202,0.798,0.0,29
@FoxNews,0.0,Wed Jun 06 16:32:56 +0000 2018,0.0,1.0,0.0,30
@FoxNews,0.0,Wed Jun 06 16:31:29 +0000 2018,0.0,1.0,0.0,31
@FoxNews,0.743,Wed Jun 06 16:30:21 +0000 2018,0.0,0.69,0.31,32
@FoxNews,0.0,Wed Jun 06 16:28:41 +0000 2018,0.0,1.0,0.0,33
@FoxNews,0.0,Wed Jun 06 16:28:38 +0000 2018,0.0,1.0,0.0,34
@FoxNews,0.0,Wed Jun 06 16:22:11 +0000 2018,0.0,1.0,0.0,35
@FoxNews,-0.743,Wed Jun 06 16:19:08 +0000 2018,0.31,0.69,0.0,36
@FoxNews,0.5859,Wed Jun 06 16:04:29 +0000 2018,0.0,0.678,0.322,37
@FoxNews,0.4404,Wed Jun 06 15:54:10 +0000 2018,0.0,0.674,0.326,38
@FoxNews,-0.34,Wed Jun 06 15:48:05 +0000 2018,0.124,0.876,0.0,39
@FoxNews,0.0,Wed Jun 06 15:39:42 +0000 2018,0.0,1.0,0.0,40
@FoxNews,0.0,Wed Jun 06 15:36:01 +0000 2018,0.0,1.0,0.0,41
@FoxNews,0.0,Wed Jun 06 15:33:47 +0000 2018,0.0,1.0,0.0,42
@FoxNews,-0.4215,Wed Jun 06 15:24:33 +0000 2018,0.157,0.843,0.0,43
@FoxNews,0.3612,Wed Jun 06 15:10:00 +0000 2018,0.0,0.878,0.122,44
@FoxNews,0.0,Wed Jun 06 15:03:29 +0000 2018,0.0,1.0,0.0,45
@FoxNews,-0.5994,Wed Jun 06 15:00:38 +0000 2018,0.206,0.794,0.0,46
@FoxNews,0.0,Wed Jun 06 14:59:53 +0000 2018,0.0,1.0,0.0,47
@FoxNews,0.2023,Wed Jun 06 14:59:41 +0000 2018,0.0,0.833,0.167,48
@FoxNews,-0.4767,Wed Jun 06 14:55:40 +0000 2018,0.256,0.744,0.0,49
@FoxNews,-0.7108,Wed Jun 06 14:33:56 +0000 2018,0.297,0.703,0.0,50
@FoxNews,-0.7096,Wed Jun 06 14:32:03 +0000 2018,0.371,0.629,0.0,51
@FoxNews,0.8885,Wed Jun 06 14:28:36 +0000 2018,0.123,0.386,0.491,52
@FoxNews,0.0,Wed Jun 06 14:27:30 +0000 2018,0.0,1.0,0.0,53
@FoxNews,-0.4767,Wed Jun 06 14:23:06 +0000 2018,0.22,0.78,0.0,54
@FoxNews,0.0,Wed Jun 06 14:20:48 +0000 2018,0.0,1.0,0.0,55
@FoxNews,0.0,Wed Jun 06 14:16:41 +0000 2018,0.0,1.0,0.0,56
@FoxNews,0.0,Wed Jun 06 14:10:01 +0000 2018,0.0,1.0,0.0,57
@FoxNews,-0.5994,Wed Jun 06 14:01:36 +0000 2018,0.302,0.698,0.0,58
@FoxNews,0.1531,Wed Jun 06 13:54:30 +0000 2018,0.0,0.904,0.096,59
@FoxNews,-0.8176,Wed Jun 06 13:51:25 +0000 2018,0.405,0.595,0.0,60
@FoxNews,0.5859,Wed Jun 06 13:46:25 +0000 2018,0.0,0.817,0.183,61
@FoxNews,-0.0431,Wed Jun 06 13:37:00 +0000 2018,0.147,0.713,0.139,62
@FoxNews,-0.4767,Wed Jun 06 13:28:36 +0000 2018,0.237,0.763,0.0,63
@FoxNews,-0.743,Wed Jun 06 12:54:54 +0000 2018,0.326,0.674,0.0,64
@FoxNews,-0.3612,Wed Jun 06 12:44:50 +0000 2018,0.355,0.387,0.258,65
@FoxNews,0.0,Wed Jun 06 12:39:01 +0000 2018,0.0,1.0,0.0,66
@FoxNews,0.624,Wed Jun 06 12:37:12 +0000 2018,0.0,0.774,0.226,67
@FoxNews,0.8271,Wed Jun 06 12:29:03 +0000 2018,0.0,0.573,0.427,68
@FoxNews,0.0,Wed Jun 06 12:20:37 +0000 2018,0.0,1.0,0.0,69
@FoxNews,0.0,Wed Jun 06 12:16:58 +0000 2018,0.0,1.0,0.0,70
@FoxNews,-0.5859,Wed Jun 06 12:04:39 +0000 2018,0.174,0.826,0.0,71
@FoxNews,-0.3818,Wed Jun 06 12:02:00 +0000 2018,0.115,0.885,0.0,72
@FoxNews,-0.1779,Wed Jun 06 11:52:58 +0000 2018,0.108,0.892,0.0,73
@FoxNews,0.5106,Wed Jun 06 11:48:50 +0000 2018,0.0,0.852,0.148,74
@FoxNews,0.0,Wed Jun 06 11:45:00 +0000 2018,0.0,1.0,0.0,75
@FoxNews,0.0,Wed Jun 06 11:43:00 +0000 2018,0.0,1.0,0.0,76
@FoxNews,0.0,Wed Jun 06 11:29:36 +0000 2018,0.0,1.0,0.0,77
@FoxNews,0.5267,Wed Jun 06 11:24:23 +0000 2018,0.0,0.746,0.254,78
@FoxNews,0.0,Wed Jun 06 11:10:00 +0000 2018,0.0,1.0,0.0,79
@FoxNews,0.5859,Wed Jun 06 11:05:00 +0000 2018,0.0,0.787,0.213,80
@FoxNews,0.0,Wed Jun 06 10:58:35 +0000 2018,0.0,1.0,0.0,81
@FoxNews,-0.7845,Wed Jun 06 10:51:35 +0000 2018,0.434,0.566,0.0,82
@FoxNews,-0.8176,Wed Jun 06 10:46:14 +0000 2018,0.405,0.595,0.0,83
@FoxNews,0.34,Wed Jun 06 10:39:04 +0000 2018,0.0,0.769,0.231,84
@FoxNews,0.0,Wed Jun 06 10:34:41 +0000 2018,0.0,1.0,0.0,85
@FoxNews,0.0,Wed Jun 06 10:27:24 +0000 2018,0.0,1.0,0.0,86
@FoxNews,0.0,Wed Jun 06 10:15:31 +0000 2018,0.0,1.0,0.0,87
@FoxNews,-0.4404,Wed Jun 06 10:00:27 +0000 2018,0.244,0.756,0.0,88
@FoxNews,-0.4767,Wed Jun 06 09:50:59 +0000 2018,0.193,0.807,0.0,89
@FoxNews,-0.4588,Wed Jun 06 09:37:40 +0000 2018,0.214,0.786,0.0,90
@FoxNews,-0.1531,Wed Jun 06 09:26:14 +0000 2018,0.127,0.873,0.0,91
@FoxNews,0.7579,Wed Jun 06 09:22:00 +0000 2018,0.0,0.651,0.349,92
@FoxNews,0.0,Wed Jun 06 09:15:00 +0000 2018,0.0,1.0,0.0,93
@FoxNews,0.5859,Wed Jun 06 09:08:00 +0000 2018,0.0,0.769,0.231,94
@FoxNews,0.2732,Wed Jun 06 09:00:01 +0000 2018,0.0,0.877,0.123,95
@FoxNews,-0.1531,Wed Jun 06 08:50:00 +0000 2018,0.242,0.758,0.0,96
@FoxNews,0.836,Wed Jun 06 08:40:00 +0000 2018,0.0,0.603,0.397,97
@FoxNews,0.5267,Wed Jun 06 08:30:00 +0000 2018,0.0,0.746,0.254,98
@FoxNews,0.34,Wed Jun 06 08:20:00 +0000 2018,0.0,0.833,0.167,99
@FoxNews,0.0,Wed Jun 06 08:10:00 +0000 2018,0.0,1.0,0.0,100
@nytimes,0.3612,Wed Jun 06 18:40:07 +0000 2018,0.0,0.902,0.098,1
@nytimes,-0.4939,Wed Jun 06 18:30:05 +0000 2018,0.158,0.842,0.0,2
@nytimes,0.2484,Wed Jun 06 18:20:05 +0000 2018,0.0,0.895,0.105,3
@nytimes,0.0,Wed Jun 06 18:10:06 +0000 2018,0.0,1.0,0.0,4
@nytimes,-0.25,Wed Jun 06 18:00:09 +0000 2018,0.1,0.9,0.0,5
@nytimes,-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.121,0.879,0.0,6
@nytimes,0.0,Wed Jun 06 17:40:08 +0000 2018,0.0,1.0,0.0,7
@nytimes,-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.143,0.857,0.0,8
@nytimes,-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.308,0.563,0.128,9
@nytimes,0.0,Wed Jun 06 17:10:08 +0000 2018,0.0,1.0,0.0,10
@nytimes,-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.146,0.796,0.058,11
@nytimes,0.34,Wed Jun 06 16:50:04 +0000 2018,0.0,0.876,0.124,12
@nytimes,-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.159,0.841,0.0,13
@nytimes,0.0,Wed Jun 06 16:30:14 +0000 2018,0.0,1.0,0.0,14
@nytimes,-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.154,0.846,0.0,15
@nytimes,0.0,Wed Jun 06 16:10:03 +0000 2018,0.0,1.0,0.0,16
@nytimes,0.5719,Wed Jun 06 16:00:09 +0000 2018,0.0,0.856,0.144,17
@nytimes,0.0,Wed Jun 06 15:50:04 +0000 2018,0.0,1.0,0.0,18
@nytimes,0.0,Wed Jun 06 15:40:07 +0000 2018,0.0,1.0,0.0,19
@nytimes,-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.104,0.896,0.0,20
@nytimes,0.0,Wed Jun 06 15:20:13 +0000 2018,0.0,1.0,0.0,21
@nytimes,0.0,Wed Jun 06 15:10:06 +0000 2018,0.0,1.0,0.0,22
@nytimes,0.0,Wed Jun 06 15:00:21 +0000 2018,0.0,1.0,0.0,23
@nytimes,0.5574,Wed Jun 06 14:50:08 +0000 2018,0.0,0.859,0.141,24
@nytimes,0.0,Wed Jun 06 14:40:08 +0000 2018,0.0,1.0,0.0,25
@nytimes,0.0,Wed Jun 06 14:31:06 +0000 2018,0.0,1.0,0.0,26
@nytimes,0.0772,Wed Jun 06 14:20:06 +0000 2018,0.097,0.793,0.11,27
@nytimes,0.0,Wed Jun 06 14:11:03 +0000 2018,0.0,1.0,0.0,28
@nytimes,0.4939,Wed Jun 06 14:00:10 +0000 2018,0.0,0.849,0.151,29
@nytimes,0.0516,Wed Jun 06 13:50:06 +0000 2018,0.0,0.943,0.057,30
@nytimes,0.0,Wed Jun 06 13:40:04 +0000 2018,0.0,1.0,0.0,31
@nytimes,0.0,Wed Jun 06 13:30:07 +0000 2018,0.0,1.0,0.0,32
@nytimes,0.0,Wed Jun 06 13:14:01 +0000 2018,0.0,1.0,0.0,33
@nytimes,0.0,Wed Jun 06 13:00:07 +0000 2018,0.0,1.0,0.0,34
@nytimes,-0.5267,Wed Jun 06 12:44:04 +0000 2018,0.196,0.804,0.0,35
@nytimes,0.0,Wed Jun 06 12:29:05 +0000 2018,0.0,1.0,0.0,36
@nytimes,0.0,Wed Jun 06 12:21:06 +0000 2018,0.0,1.0,0.0,37
@nytimes,0.1779,Wed Jun 06 12:15:00 +0000 2018,0.095,0.779,0.126,38
@nytimes,0.34,Wed Jun 06 12:12:12 +0000 2018,0.0,0.888,0.112,39
@nytimes,-0.4404,Wed Jun 06 12:11:03 +0000 2018,0.153,0.847,0.0,40
@nytimes,0.6369,Wed Jun 06 12:00:06 +0000 2018,0.0,0.755,0.245,41
@nytimes,0.0,Wed Jun 06 11:50:04 +0000 2018,0.0,1.0,0.0,42
@nytimes,0.0,Wed Jun 06 11:40:04 +0000 2018,0.0,1.0,0.0,43
@nytimes,-0.4019,Wed Jun 06 11:31:05 +0000 2018,0.13,0.87,0.0,44
@nytimes,0.0,Wed Jun 06 11:14:04 +0000 2018,0.0,1.0,0.0,45
@nytimes,0.0,Wed Jun 06 11:00:11 +0000 2018,0.0,1.0,0.0,46
@nytimes,0.34,Wed Jun 06 10:44:06 +0000 2018,0.0,0.866,0.134,47
@nytimes,0.0,Wed Jun 06 10:31:03 +0000 2018,0.0,1.0,0.0,48
@nytimes,0.0,Wed Jun 06 10:14:06 +0000 2018,0.0,1.0,0.0,49
@nytimes,0.2247,Wed Jun 06 10:03:04 +0000 2018,0.0,0.9,0.1,50
@nytimes,0.6597,Wed Jun 06 09:45:02 +0000 2018,0.0,0.769,0.231,51
@nytimes,0.7845,Wed Jun 06 09:31:07 +0000 2018,0.101,0.506,0.392,52
@nytimes,0.0,Wed Jun 06 09:16:03 +0000 2018,0.0,1.0,0.0,53
@nytimes,-0.128,Wed Jun 06 09:00:05 +0000 2018,0.146,0.731,0.123,54
@nytimes,-0.34,Wed Jun 06 08:45:04 +0000 2018,0.112,0.888,0.0,55
@nytimes,0.0,Wed Jun 06 08:30:12 +0000 2018,0.0,1.0,0.0,56
@nytimes,0.6597,Wed Jun 06 08:14:03 +0000 2018,0.0,0.787,0.213,57
@nytimes,0.0,Wed Jun 06 08:05:04 +0000 2018,0.0,1.0,0.0,58
@nytimes,0.0,Wed Jun 06 08:02:01 +0000 2018,0.0,1.0,0.0,59
@nytimes,0.0,Wed Jun 06 07:45:09 +0000 2018,0.0,1.0,0.0,60
@nytimes,-0.0258,Wed Jun 06 07:32:02 +0000 2018,0.058,0.942,0.0,61
@nytimes,-0.5106,Wed Jun 06 07:17:03 +0000 2018,0.163,0.837,0.0,62
@nytimes,-0.0772,Wed Jun 06 07:01:27 +0000 2018,0.117,0.779,0.104,63
@nytimes,-0.5423,Wed Jun 06 06:54:50 +0000 2018,0.18,0.758,0.062,64
@nytimes,0.0,Wed Jun 06 06:45:03 +0000 2018,0.0,1.0,0.0,65
@nytimes,0.0,Wed Jun 06 06:31:06 +0000 2018,0.0,1.0,0.0,66
@nytimes,0.0,Wed Jun 06 06:21:01 +0000 2018,0.0,1.0,0.0,67
@nytimes,0.0,Wed Jun 06 05:56:06 +0000 2018,0.0,1.0,0.0,68
@nytimes,-0.1184,Wed Jun 06 05:49:21 +0000 2018,0.139,0.77,0.09,69
@nytimes,0.0,Wed Jun 06 05:45:38 +0000 2018,0.0,1.0,0.0,70
@nytimes,0.0,Wed Jun 06 05:41:51 +0000 2018,0.0,1.0,0.0,71
@nytimes,0.0,Wed Jun 06 05:40:43 +0000 2018,0.0,1.0,0.0,72
@nytimes,0.4767,Wed Jun 06 05:35:33 +0000 2018,0.0,0.773,0.227,73
@nytimes,-0.296,Wed Jun 06 05:32:18 +0000 2018,0.161,0.753,0.086,74
@nytimes,0.0,Wed Jun 06 05:32:02 +0000 2018,0.0,1.0,0.0,75
@nytimes,0.5719,Wed Jun 06 05:23:43 +0000 2018,0.0,0.837,0.163,76
@nytimes,0.0,Wed Jun 06 05:02:04 +0000 2018,0.0,1.0,0.0,77
@nytimes,0.0,Wed Jun 06 04:49:27 +0000 2018,0.0,1.0,0.0,78
@nytimes,-0.6705,Wed Jun 06 04:47:04 +0000 2018,0.17,0.83,0.0,79
@nytimes,0.5719,Wed Jun 06 04:28:53 +0000 2018,0.0,0.709,0.291,80
@nytimes,0.0,Wed Jun 06 04:27:01 +0000 2018,0.0,1.0,0.0,81
@nytimes,0.0,Wed Jun 06 04:17:03 +0000 2018,0.0,1.0,0.0,82
@nytimes,-0.4019,Wed Jun 06 04:02:12 +0000 2018,0.124,0.876,0.0,83
@nytimes,0.0,Wed Jun 06 04:02:02 +0000 2018,0.0,1.0,0.0,84
@nytimes,0.0,Wed Jun 06 03:47:05 +0000 2018,0.0,1.0,0.0,85
@nytimes,0.0258,Wed Jun 06 03:32:06 +0000 2018,0.0,0.939,0.061,86
@nytimes,0.0,Wed Jun 06 03:22:58 +0000 2018,0.0,1.0,0.0,87
@nytimes,0.5719,Wed Jun 06 03:17:07 +0000 2018,0.107,0.622,0.271,88
@nytimes,0.0,Wed Jun 06 03:03:20 +0000 2018,0.0,1.0,0.0,89
@nytimes,-0.1027,Wed Jun 06 02:47:05 +0000 2018,0.077,0.864,0.059,90
@nytimes,0.0,Wed Jun 06 02:32:06 +0000 2018,0.0,1.0,0.0,91
@nytimes,0.3612,Wed Jun 06 02:31:41 +0000 2018,0.0,0.906,0.094,92
@nytimes,0.4019,Wed Jun 06 02:27:04 +0000 2018,0.0,0.891,0.109,93
@nytimes,-0.6868,Wed Jun 06 02:25:59 +0000 2018,0.191,0.809,0.0,94
@nytimes,0.0,Wed Jun 06 02:17:03 +0000 2018,0.0,1.0,0.0,95
@nytimes,0.296,Wed Jun 06 02:07:23 +0000 2018,0.0,0.891,0.109,96
@nytimes,0.0,Wed Jun 06 01:47:04 +0000 2018,0.0,1.0,0.0,97
@nytimes,0.0,Wed Jun 06 01:33:04 +0000 2018,0.0,1.0,0.0,98
@nytimes,0.0,Wed Jun 06 01:28:06 +0000 2018,0.0,1.0,0.0,99
@nytimes,0.0,Wed Jun 06 01:14:06 +0000 2018,0.0,1.0,0.0,100
